               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.014622,           0.0059031,                   0,              0.9455,             0.97917,             0.97468,             0.78231,           0.0045693,            0.003641,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.014858,           0.0055746,                   0,             0.95874,             0.96814,             0.97863,             0.79029,           0.0046329,           0.0036731,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.014299,           0.0055346,                   0,             0.96869,             0.96676,             0.97648,              0.8064,           0.0044393,           0.0035086,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.014482,           0.0055347,                   0,             0.93958,             0.97197,              0.9751,             0.78785,           0.0047074,           0.0037735,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.014693,           0.0059401,                   0,             0.95717,             0.95833,               0.969,             0.78615,           0.0045621,           0.0036018,                   0,            0.001783,            0.001783,            0.001783
                 168,              0.0135,           0.0056348,                   0,             0.94861,             0.97917,             0.97473,             0.78078,           0.0045687,           0.0036918,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.013428,           0.0056834,                   0,              0.9657,             0.94792,             0.97561,             0.78911,           0.0046032,           0.0036638,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.015443,           0.0059539,                   0,             0.95519,             0.96875,             0.97205,             0.79875,           0.0044504,           0.0037239,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.014155,           0.0054735,                   0,             0.96905,             0.97845,               0.972,             0.80354,            0.004307,           0.0036285,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.015022,           0.0057112,                   0,             0.95669,             0.95833,             0.97055,             0.78674,           0.0043738,           0.0037307,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.014259,           0.0055457,                   0,             0.96837,             0.95667,             0.96954,             0.79328,             0.00434,           0.0038847,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.014878,           0.0054981,                   0,             0.95843,             0.96076,             0.97164,             0.80258,           0.0044945,           0.0035725,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.012794,           0.0054778,                   0,             0.95226,             0.97917,             0.96992,             0.78354,           0.0045254,           0.0036285,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.014363,           0.0054412,                   0,             0.96847,             0.95991,             0.96939,             0.77822,           0.0042994,           0.0036673,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.014428,           0.0054627,                   0,             0.95813,             0.96875,             0.97149,             0.79635,           0.0042991,           0.0034789,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.014491,           0.0058144,                   0,             0.93867,             0.96875,              0.9614,              0.7929,           0.0044142,            0.003652,                   0,           0.0012385,           0.0012385,           0.0012385
